danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
0.289,0.371,-15.923,0.0535,0.886,0.916,0.155,0.129,98.752,06EWVRbyAgw0UqnOr9jHvl,632613,3.0
0.0955,0.495,-7.86,0.0401,0.175,0.0024,0.0603,0.0727,181.694,5oxRYeyoASHv4RadJpu01G,136173,1.0
0.346,0.128,-18.576,0.0462,0.976,0.76,0.0767,0.23,90.571,0ZeCtzsVSeW7fe86jBVZcE,412000,1.0
0.377,0.447,-15.733,0.0515,0.698,0.752,0.0936,0.11,120.232,1WHdY0y258BMGZI92IVbjb,527600,3.0
0.574,0.565,-5.216,0.0398,0.621,0.634,0.158,0.915,180.021,7aDjuvLGYGRdYedgmS0mEB,143804,1.0
0.119,0.0025,-36.344,0.0492,0.927,0.951,0.0875,0.122,72.403,2OfwU0KGgC3eLNRASJK88w,115435,2.0
0.589,0.357,-15.77,0.046,0.979,0.841,0.301,0.557,105.208,1WmLTTqbuBo9V0JlNJI2Ov,154520,2.0
0.589,0.357,-15.77,0.046,0.979,0.841,0.301,0.557,105.208,4eK1yW7fb2dtch1dUmbMkm,154520,1.0
0.367,0.387,-13.652,0.0461,0.793,0.879,0.183,0.19,111.928,7DFAFjg9X8AjCgkkcAKN9t,555813,1.0
0.38,0.342,-15.793,0.045,0.91,0.932,0.0722,0.239,113.481,6b0xw8reaev6tJ3io2C0fx,548387,1.0
0.38,0.342,-15.793,0.045,0.91,0.932,0.0722,0.239,113.481,3A9RyAz7qJtdYpSfAt5oGU,548387,1.0
0.304,0.339,-15.473,0.0447,0.863,0.936,0.102,0.205,108.434,4XVanUXzmZ4sMafKw42776,570200,1.0
0.365,0.386,-13.718,0.0467,0.796,0.888,0.109,0.182,111.274,24YToibKBTkqL2zswhZKVU,564800,1.0
0.346,0.286,-16.796,0.0427,0.952,0.938,0.16,0.283,113.551,0PN22pCvLOfxi9jQEcihDn,537667,0.0
0.359,0.271,-18.327,0.0718,0.623,0.933,0.674,0.155,106.016,5FuWtddFpnYtscsHwYvQia,605811,1.0
0.359,0.288,-20.714,0.0722,0.884,0.888,0.277,0.205,103.032,1scmyN5bUljanJWCoBIXMf,614507,1.0
0.288,0.225,-21.139,0.0399,0.832,0.893,0.085,0.177,97.401,15oyl8STBCG3TL1AwvK59m,644520,1.0
0.356,0.433,-15.195,0.0573,0.827,0.947,0.0861,0.257,115.01,6xOhVe2h0W7OzSFmK7hoGX,528573,0.0
0.647,0.519,-5.918,0.0603,0.567,0.00721,0.665,0.968,162.599,4Wx6nAKyI67imaGLcoEFNw,202266,3.0
0.761,0.415,-10.49,0.0737,0.501,0.924,0.0602,0.949,159.863,4a8REVL5ufKukz5zQnI7Ej,200133,4.0
0.62,0.233,-17.215,0.963,0.587,0.0,0.244,0.494,69.259,1JzLN3HR8oF6yaXMaojrH8,188630,4.0
0.735,0.322,-17.39,0.961,0.61,0.0,0.164,0.46,83.553,1pVgewoEgARhHCqOp43O9g,186189,4.0
0.659,0.221,-16.786,0.96,0.578,0.0,0.69,0.406,94.04,5BRmt5bPra5MvbayGErIXy,185021,4.0
0.665,0.22,-17.009,0.957,0.55,0.0,0.337,0.34,96.403,1DF4HbvvLBD1w31UvAg9Tk,186821,2.0
0.752,0.22,-16.811,0.0865,0.991,0.834,0.0941,0.54,109.316,1MHsgtCCUWJsAPyriBqWlu,88895,4.0
0.694,0.222,-17.191,0.961,0.52,0.0,0.307,0.47,137.813,42ER7hHhauiPPIKx6GFNjT,193128,4.0
0.719,0.203,-17.156,0.957,0.538,0.0,0.242,0.54,122.193,09rPIOM0oCPpEMkZT2Y23k,186796,3.0
0.248,0.643,-9.56,0.0374,0.00626,0.0,0.0811,0.463,84.861,04YfhVNDhsSwil4EIE4Jlo,120092,4.0
0.717,0.255,-18.844,0.948,0.448,0.0,0.297,0.358,114.878,256zMpi8WHqd2pdtfE8sMI,902719,4.0
0.623,0.215,-18.587,0.955,0.582,0.0,0.131,0.464,81.098,0Rb2ssjApkfDC3xy2HctAI,234820,3.0
0.237,0.642,-9.552,0.0411,0.00718,0.0,0.0956,0.466,169.43,3r0ciwhwtwOz1evfSruCXn,120092,1.0
0.372,0.258,-18.636,0.0345,0.872,0.931,0.211,0.323,107.437,0sGhz5vUP2yvWQEZAckcPL,302040,1.0
0.365,0.257,-18.635,0.0344,0.873,0.938,0.21,0.326,107.277,4lM7SOQH1YUsFIHCQYu79S,302040,3.0
0.779,0.673,-10.686,0.275,0.0334,0.000142,0.0471,0.966,91.993,0nznTkBjTtAF1HAn2rfXhw,200594,2.0
0.578,0.221,-18.473,0.0356,0.972,0.916,0.0592,0.862,118.901,0hDuUrWKP6ZRyuqC77fgAr,192000,0.0
0.36,0.934,-12.15,0.0411,0.83,0.911,0.788,0.0399,89.511,1ztHox7pRQmH9O57N03xn2,141061,1.0
0.372,0.258,-18.636,0.0345,0.872,0.931,0.211,0.323,107.437,2v3Tajonx1NhghdRZ03suk,302040,2.0
0.441,0.15,-17.145,0.0324,0.974,0.94,0.13,0.507,165.262,6Q8yz7XATF9StLhaE6oaNB,287000,2.0
0.4,0.073,-11.392,0.0494,0.973,0.347,0.0614,0.223,162.635,1pYqSl2VqDxAMzp5TptpOh,171680,4.0
0.688,0.255,-16.564,0.956,0.41,0.0,0.456,0.436,99.397,4jduZLcUsSnYiK3N5DiWOS,196236,1.0
0.197,0.155,-15.329,0.0339,0.914,0.0,0.0773,0.316,74.112,735NLa3Wt3zPm0D2Gheh6p,205400,0.0
0.172,0.685,-7.658,0.0649,0.655,0.617,0.377,0.224,106.734,6cUCWyccn8TJzxvi4aPRiT,590665,3.0
0.279,0.528,-10.453,0.0379,0.000354,0.000983,0.363,0.323,96.132,0OufqZrQWWhK8fGMmAuBvd,171387,3.0
0.746,0.598,-6.185,0.298,0.00516,0.0,0.0974,0.35,156.911,3bN3P1Jvfo8Ps7UvV5vR1Q,97848,1.0
0.191,0.0064,-33.247,0.0392,0.972,0.973,0.0779,0.0377,66.629,4f9ISI1rekgT2vY3VXgxn0,75627,3.0
0.818,0.42,-12.964,0.0509,0.699,0.224,0.107,0.966,117.955,23YgcAgJxYsKY8LGSefI7k,108707,2.0
0.74,0.0407,-22.728,0.383,0.988,0.949,0.0864,0.366,87.901,0vzh0lRoetdI7q3JL88ZVZ,353453,1.0
0.339,0.368,-17.556,0.0639,0.861,0.908,0.0918,0.179,110.414,0lvjxi7Nu7FKHIhMrMYAlq,564160,1.0
0.275,0.331,-15.926,0.0411,0.853,0.917,0.0852,0.175,92.056,2i1TC8Oy5GBV6JYmxprRbw,638627,1.0
0.267,0.31,-18.812,0.047,0.845,0.918,0.0778,0.178,97.252,7pKxwx8xfgWwqPOhhwgHhM,614707,1.0
0.37,0.448,-15.733,0.0515,0.698,0.764,0.0936,0.11,120.21,4G4I2draK4wBhS8GrF3DRs,527600,1.0
0.232,0.306,-16.876,0.0431,0.823,0.891,0.0834,0.109,89.887,20iO8lkMf7sWLFSw9iHVvz,696613,1.0
0.277,0.497,-10.621,0.0395,0.734,0.881,0.0941,0.247,104.421,4Bzo1Pz1p721oSY74uSqAg,590520,1.0
0.269,0.319,-19.524,0.0498,0.772,0.897,0.112,0.175,91.451,3Tq4jqK6iRWhTEsVRYiqrv,642040,1.0
0.275,0.423,-15.318,0.0552,0.77,0.894,0.0957,0.16,91.901,6wwGwRq9TVwYliSMsnvWdY,644147,1.0
0.287,0.331,-15.926,0.0408,0.853,0.917,0.0852,0.177,95.54,2f1qYlugBbFCIvIDRSwN2v,638627,1.0
0.328,0.278,-14.456,0.0318,0.955,0.879,0.16,0.316,95.103,3EKntjPQBYNje8otREGC1J,363440,1.0
0.331,0.232,-17.72,0.0431,0.868,0.934,0.0973,0.0692,109.802,32bneEreCJpIF7o1Sp2tQs,555506,1.0
0.345,0.4,-13.015,0.0493,0.821,0.918,0.163,0.319,110.243,3bsiI5WU2CzWGy9Dbs24c2,570960,1.0
0.387,0.363,-14.579,0.0452,0.665,0.902,0.202,0.24,119.745,31SREenikvZosi1dc9tMPo,308600,1.0
0.306,0.312,-14.808,0.0356,0.838,0.894,0.0744,0.16,101.423,0kxrYhSw7MlLKevkg8gepb,594787,1.0
0.27,0.32,-18.428,0.0482,0.85,0.923,0.0725,0.163,97.916,2kZrVhe0nzJYVczusnn9wU,610667,1.0
0.369,0.256,-18.251,0.0442,0.87,0.697,0.111,0.148,108.729,2GP28tMr1E8EmruumxZn9c,599067,1.0
0.314,0.279,-14.496,0.0335,0.955,0.869,0.202,0.311,90.898,0Z8x6MfYwG1SbW1pqd1Wdd,363440,1.0
0.31,0.385,-17.437,0.0476,0.858,0.862,0.0845,0.152,113.858,5Qc3KxNa1xY8rpMxLPjhcr,546427,1.0
0.28,0.497,-10.623,0.0395,0.731,0.88,0.0941,0.238,105.331,6T0mP0aa8fWdi6hdvjkvFF,590520,1.0
0.267,0.314,-18.463,0.0473,0.85,0.929,0.0782,0.163,97.525,55GGlyKKIMwz6NUFnABx3a,609773,1.0
0.341,0.247,-19.154,0.0417,0.67,0.907,0.114,0.187,112.396,4hkyGW3c7VN9Zlsl02ah16,554400,1.0
0.306,0.315,-14.099,0.0398,0.906,0.885,0.0848,0.179,96.013,6vzTBScISulxUayrGPPT3q,617533,1.0
0.342,0.364,-11.315,0.0382,0.624,0.882,0.114,0.254,91.399,5Vr2Ra32jyhrUU0FgMVOie,630480,1.0
0.334,0.32,-18.249,0.0633,0.684,0.887,0.0931,0.227,115.168,4ErtzRFSTRMUlFf8mZNlm3,528467,1.0
0.162,0.00508,-39.673,0.0442,0.898,0.00844,0.0592,0.069,131.733,1pdQiEstou5TQ70dvfy9e8,528893,1.0
0.307,0.306,-14.871,0.0351,0.849,0.915,0.0779,0.178,102.408,2P3nbJh4oEhcjq3ew1EjcF,587627,1.0
0.317,0.428,-15.603,0.0484,0.864,0.851,0.0917,0.176,113.893,0PX8snN8aQLPugKwjEdL6c,548147,1.0
0.331,0.232,-17.72,0.0431,0.869,0.932,0.0973,0.0696,109.802,3OJEslkTZROha8XS8PHxFs,555506,1.0
0.331,0.232,-17.72,0.0431,0.869,0.932,0.0973,0.0696,109.802,5SXxyVFBUG7pCLrqJcxGMu,555506,1.0
0.338,0.419,-14.139,0.0459,0.968,0.903,0.0991,0.334,112.09,3cUNAI5lEpjlSpAhyFiZWC,534080,1.0
0.291,0.389,-14.413,0.0353,0.803,0.936,0.0964,0.223,96.99,3ODjO7MdKzrIrqabj0HT6j,645000,1.0
0.314,0.279,-14.496,0.0335,0.955,0.869,0.202,0.311,90.898,3XvyMCnyjsE8TlRG82Wct7,363440,1.0
0.331,0.232,-17.72,0.0431,0.869,0.932,0.0973,0.0696,109.802,0BPYopuxWJwvs7hs64Insv,555506,1.0
0.277,0.497,-10.621,0.0395,0.734,0.881,0.0941,0.247,104.421,15pU4edeEMqM9BavQz2NVx,590520,1.0
0.277,0.497,-10.621,0.0395,0.734,0.881,0.0941,0.247,104.421,0C2K9hHKfApNNs8HeO8AjH,590520,1.0
0.277,0.497,-10.621,0.0395,0.734,0.881,0.0941,0.247,104.421,2GenjB2YPgMvFnyKwfFF7a,590520,1.0
0.306,0.306,-14.869,0.0355,0.849,0.917,0.0779,0.177,102.515,6lGyG0rSS4gfpMXvNT6nNw,587627,1.0
0.203,0.307,-16.836,0.0447,0.833,0.901,0.0774,0.118,80.495,65Ud9pGq6vpyudHMK6LSOb,694467,1.0
0.281,0.383,-14.418,0.0361,0.802,0.934,0.0983,0.198,94.549,3uAM1bBKMkLZ3KvCXPL9u3,645067,1.0
0.331,0.232,-17.72,0.0431,0.869,0.932,0.0973,0.0696,109.802,2RV0mXoPnPurk7D9NbUk8d,555506,1.0
0.393,0.339,-16.127,0.0501,0.805,0.906,0.121,0.148,105.385,60dmTOC8TAJQFWFc2Mmkai,556200,1.0
0.291,0.389,-14.413,0.0353,0.803,0.936,0.0964,0.223,96.99,6UjlaDHKFinSXRn0TuUhyi,645000,1.0
0.331,0.232,-17.72,0.0431,0.869,0.932,0.0973,0.0696,109.802,1163QAEpUpXiZhVl5BvEy4,555506,1.0
0.268,0.363,-14.577,0.0372,0.894,0.93,0.0891,0.177,88.004,6VIBOLJgS3eMJDlb84mips,646093,3.0
0.732,0.543,-11.05,0.0315,0.0826,0.761,0.225,0.832,116.636,387ay9YZ8SjuTpuMqYog4k,166800,3.0
0.34,0.748,-12.657,0.0463,0.00111,0.924,0.21,0.308,87.737,3BrT9XDAalS5nGaY7eYbGj,142733,4.0
0.666,0.24,-14.699,0.933,0.873,0.0,0.124,0.476,111.807,1hpihub35iQ3P9VGr6d5NX,186000,0.0
0.223,0.714,-11.956,0.0464,0.539,0.687,0.528,0.228,93.725,1YdcfhzsMRoVhjLFP27hP5,114077,2.0
0.461,0.0136,-30.832,0.0508,0.987,0.693,0.098,0.373,113.088,0rqIL6SCa9HC6nEENrgAnb,156000,2.0
0.468,0.0147,-33.493,0.0609,0.981,0.0722,0.166,0.367,112.847,1Kpjgq7J8mtXbc7UO7o7Ft,118667,3.0
0.757,0.881,-5.862,0.0997,0.000545,0.0763,0.0822,0.436,128.015,2BMQgIsccEII0Z0voQrywJ,305653,2.0
0.394,0.208,-21.428,0.0388,0.961,0.949,0.161,0.378,74.825,63dxDBA9vuAO9dajJCq9sK,65400,4.0
0.69,0.115,-16.746,0.933,0.35,0.0,0.254,0.51,87.29,3vmFWqLDRGlfNJAcEzSU6e,195400,2.0
0.506,0.0249,-25.449,0.115,0.995,0.889,0.109,0.315,138.431,5SLa02u8z9TAUJjub2SoQq,171587,3.0
0.279,0.654,-7.406,0.0392,0.000613,0.917,0.178,0.115,144.165,2w842adR26MijCEolBIVD0,186667,3.0
0.697,0.51,-9.377,0.0405,0.557,0.448,0.0891,0.36,81.572,3N7exu0e7pcM3wD7sPPofk,100123,1.0
0.406,0.443,-10.275,0.0342,0.875,0.953,0.0974,0.103,90.117,0OUE7DndGJ8TFkcnPPnbhs,170000,0.0
0.389,0.31,-15.783,0.0584,0.928,0.885,0.693,0.266,119.459,6s74cwR7X0n5PSG4j7CZiS,565188,0.0
0.24,0.137,-20.121,0.0461,0.95,0.741,0.698,0.143,182.125,5Om2n1IS34uBa7CHWhQDGy,478960,0.0
0.389,0.31,-15.783,0.058,0.928,0.885,0.693,0.267,118.796,3AaigiKUcdsNGtolNPUugP,565188,0.0
0.366,0.322,-16.515,0.0506,0.899,0.911,0.662,0.218,106.803,6Da0wQV7wP5I2EnOlGvDrn,574120,1.0
0.288,0.209,-20.987,0.0482,0.847,0.88,0.0983,0.172,97.804,7jvoAQdiF4vBcWpGdcfGAw,624293,0.0
0.313,0.295,-16.559,0.0584,0.696,0.933,0.669,0.156,107.324,0GjskQ4gGLGWtKV3X6zvN2,605200,1.0
0.345,0.128,-18.576,0.0463,0.976,0.76,0.0767,0.23,90.405,6IVSNnXBzC4VY80aj19kCT,412000,1.0
0.345,0.128,-18.576,0.0463,0.976,0.76,0.0767,0.23,90.405,6CqswZYPHeO4l001uWK8jo,412000,0.0
0.507,0.139,-16.963,0.0414,0.974,0.844,0.666,0.34,92.526,4vLtFC7OkI14AirIoGBS31,271933,0.0
0.314,0.295,-16.559,0.0579,0.696,0.936,0.669,0.156,107.339,6xNV82LZ9kEW37gE3Q3BJB,605200,3.0
0.81,1.0,-14.852,0.0819,0.00015,0.953,0.0544,0.201,124.979,4QLmpUaZbV774d7ifdHSUr,122932,3.0
0.33,0.512,-10.917,0.0405,0.199,0.755,0.148,0.111,80.268,7MTQI1FOmyE3YVJl9tBCeC,27325,2.0
0.732,0.0493,-22.724,0.269,0.992,0.936,0.0733,0.383,107.523,4fvb5pHMov8NWoQZo37CLg,297240,2.0
0.63,0.124,-21.783,0.125,0.99,0.948,0.0891,0.511,87.581,1KwYBeBjxcJ9n31UxsL9ie,187267,2.0
0.622,0.0735,-22.137,0.197,0.991,0.921,0.0857,0.393,138.639,2tFVDygaOVFWObcfqFxthQ,234867,4.0
0.698,0.358,-14.356,0.953,0.76,0.0,0.756,0.812,103.644,7BflWc6BSM7dmzXC4jJR8i,211500,4.0
0.696,0.315,-15.576,0.964,0.716,0.0,0.353,0.673,73.501,7fOIgTBO1xCQunzOFELu1I,189200,4.0
0.706,0.261,-15.879,0.96,0.782,0.0,0.427,0.737,131.843,2kvDGbddgTeU0TlFAlNU6v,187300,4.0
0.718,0.267,-17.231,0.954,0.702,0.0,0.339,0.762,124.501,3M16dyXP78Ndcvhnr4rybG,189200,4.0
0.712,0.282,-16.627,0.961,0.641,0.0,0.122,0.674,127.829,50VdmUh1Hs2WFEVCEOE6BA,189160,4.0
0.67,0.242,-17.395,0.963,0.629,0.0,0.44,0.64,61.588,6BJxK2y9GCOqP7L9SG4mX6,185798,3.0
0.613,0.736,-17.279,0.0337,0.0032,0.785,0.175,0.296,99.988,1FFZ8XjDyf2qd6IkS6WfL3,235299,2.0
0.467,0.134,-24.383,0.0399,0.99,0.827,0.0647,0.545,153.875,0lFQXeRELEJoKLohP3fjZv,76573,2.0
0.665,0.211,-13.434,0.0654,0.985,0.851,0.0999,0.526,115.809,1au8e1S3mPVydsXklFBKVl,85864,3.0
0.626,0.607,-4.268,0.0283,0.0566,0.903,0.1,0.103,91.715,0R23hM98fmpQoXFlj7nH1u,238733,4.0
0.707,0.267,-16.689,0.96,0.657,0.0,0.576,0.638,130.624,2EZ12T9YMqR5p1U3ja0B4d,211100,2.0
0.616,0.128,-17.778,0.0606,0.98,0.883,0.0779,0.943,85.407,0eHhN4yTJU9OyHqXi0q1Gv,96894,1.0
0.498,0.0375,-22.98,0.0691,0.994,0.883,0.203,0.126,107.773,2Mpi5aFOpGt9o5POJUAQQq,533547,1.0
0.511,0.00844,-29.86,0.0587,0.995,0.923,0.084,0.0554,137.942,5OKkeUWbdU2qOJgINGsguy,499000,1.0
0.415,0.229,-19.985,0.0423,0.977,0.907,0.103,0.168,123.082,2SU0IWQylg3IvOqGKFk2pd,520286,1.0
0.549,0.0372,-20.175,0.0808,0.994,0.938,0.119,0.0485,95.431,4X65AJo1ICSz4QPgWsLgg3,612107,3.0
0.428,0.75,-8.344,0.0374,0.0026,0.0309,0.0763,0.423,119.884,5BBv4RkoXb8vGqdOFaAkmd,164000,2.0
0.417,0.112,-15.476,0.0437,0.951,0.452,0.146,0.458,101.075,5u0JIgvgZVBcyAYMIs3xVR,159067,2.0
0.454,0.169,-20.706,0.0323,0.979,0.767,0.125,0.594,76.625,4IkUYZoEc6AHb7bF2wqlrg,121720,2.0
0.597,0.114,-21.002,0.0757,0.991,0.924,0.0678,0.257,77.517,5onqo86T25NAXgIfPuEUet,75200,2.0
0.464,0.169,-20.706,0.0315,0.979,0.767,0.125,0.589,76.256,2JiVhquXbMGmlMKdNJvJpF,121720,2.0
0.252,0.000731,-43.135,0.0471,0.803,6.77e-06,0.0826,0.0999,128.416,6kE4vMX8NMO5gqLqMgfCtr,105560,3.0
0.075,0.612,-9.742,0.0593,0.0148,0.00289,0.127,0.319,180.276,6s2BbKhwwxcc7ngpex3f8J,265347,0.0
0.371,0.753,-7.045,0.0656,0.0399,0.399,0.59,0.481,95.775,2SfMqMFDaiczVLu7ZDBc9X,180663,2.0
0.532,0.0887,-23.777,0.0353,0.982,0.882,0.175,0.737,100.167,4oj01PsHyaz6wgNHz4ZEhM,170040,1.0
0.38,0.0256,-22.65,0.0452,0.992,0.917,0.104,0.121,108.485,4aiZibNVkOAsjC1pNaG1qx,412107,1.0
0.471,0.00349,-26.275,0.0872,0.994,0.932,0.108,0.069,97.126,6qrN0tjw79aZVbS7HnYc4Q,616466,1.0
0.102,0.191,-19.929,0.0363,0.283,0.911,0.125,0.0702,73.432,5czS2YGCSug3eFf5sL5rXS,678507,1.0
0.437,0.00469,-25.829,0.0676,0.993,0.873,0.0475,0.0894,76.149,14S7PDjsxfcw4rBoeg7tAT,715372,1.0
0.348,0.0297,-21.965,0.0413,0.99,0.89,0.105,0.119,101.585,6h7L4g99vxp2ceasI15fMY,384375,1.0
0.44,0.00472,-25.853,0.0641,0.993,0.871,0.0475,0.0864,76.299,7I1UO7zTXfrq913X66VVpd,715372,1.0
0.349,0.0297,-21.965,0.0413,0.99,0.891,0.105,0.118,101.896,0HPrTHEscfsJ2IwMfOWSjf,384375,1.0
0.222,0.00617,-27.705,0.0604,0.992,0.881,0.149,0.0748,70.792,51EzQFk8LcNTmNSyr1ms3X,519066,1.0
0.38,0.0256,-22.65,0.0452,0.992,0.917,0.104,0.121,108.485,2zPQcWpAvLAgzg3keYn4AQ,412107,1.0
0.348,0.0297,-21.965,0.0413,0.99,0.89,0.105,0.119,101.585,3dOapMbZ3eMKUops5jNpUx,384375,0.0
0.421,0.0849,-23.377,0.0295,0.958,0.644,0.65,0.447,95.17,2FqHhxRf2RcNEoRVtAOICd,213427,1.0
0.348,0.0297,-21.965,0.0413,0.99,0.89,0.105,0.119,101.585,2P2Ybsu7ox8lRoNujXpB7j,384375,1.0
0.484,0.271,-13.843,0.0434,0.976,0.575,0.118,0.59,115.77,2GNPTgiNw8JjuXKEAeS95n,517240,1.0
0.437,0.00469,-25.829,0.0676,0.993,0.873,0.0475,0.0894,76.149,5qJxXWvJbEk2IzN5Vc3Fxx,715372,1.0
0.465,0.00349,-26.275,0.0891,0.994,0.93,0.108,0.0694,95.891,7cGPG7BW9Jjg45bAxTvYK8,616466,0.0
0.421,0.0852,-23.393,0.0293,0.957,0.644,0.65,0.472,95.173,5WJDFaVlhgiKMVD1fvMZxs,213427,1.0
0.282,0.407,-14.171,0.0455,0.814,0.868,0.173,0.15,110.225,4QMExCSMvwcjMTKFp9wA7W,611533,2.0
0.441,0.151,-17.146,0.0324,0.974,0.941,0.13,0.506,165.261,7rkldbUIBY0fFvfCZubImY,287000,1.0
0.314,0.401,-14.657,0.0459,0.776,0.879,0.0947,0.167,102.841,3NRc5ZuVNEPHpm7QC4q7bg,571733,3.0
0.644,0.728,-7.044,0.531,0.121,0.0,0.0798,0.665,115.551,2u8cazMzTBkSaWUW2idYbQ,103500,1.0
0.317,0.396,-14.679,0.0465,0.771,0.918,0.0997,0.169,103.409,6YlVMtLnMD5xIB5kydWuEP,571733,1.0
0.316,0.399,-14.832,0.0466,0.771,0.927,0.0988,0.186,103.352,3AlO2kfztAdnjSleiqF1c6,573667,1.0
